Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Dhaka,PM2.5 - Principal,3/30/2021 18:00,2021,3,30,18,86.2,167,Unhealthy,88,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2021 19:00,2021,3,30,19,86.5,167,Unhealthy,87,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2021 20:00,2021,3,30,20,84.6,166,Unhealthy,81,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2021 21:00,2021,3,30,21,83.7,166,Unhealthy,82,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2021 22:00,2021,3,30,22,79.5,163,Unhealthy,72,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/30/2021 23:00,2021,3,30,23,71.6,159,Unhealthy,60,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 0:00,2021,3,31,0,67.9,157,Unhealthy,62,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 1:00,2021,3,31,1,60.1,153,Unhealthy,53,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 2:00,2021,3,31,2,60.1,153,Unhealthy,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,3/31/2021 3:00,2021,3,31,3,51.7,141,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 4:00,2021,3,31,4,66.5,157,Unhealthy,79,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 5:00,2021,3,31,5,74.1,161,Unhealthy,82,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 6:00,2021,3,31,6,70.2,159,Unhealthy,66,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 7:00,2021,3,31,7,85.4,166,Unhealthy,100,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 8:00,2021,3,31,8,95.8,172,Unhealthy,106,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 9:00,2021,3,31,9,90.8,169,Unhealthy,86,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 10:00,2021,3,31,10,78.9,163,Unhealthy,67,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 11:00,2021,3,31,11,73.9,161,Unhealthy,69,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 12:00,2021,3,31,12,74.9,161,Unhealthy,76,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 13:00,2021,3,31,13,72.9,160,Unhealthy,71,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 14:00,2021,3,31,14,75.9,162,Unhealthy,79,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 15:00,2021,3,31,15,79,163,Unhealthy,84,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 16:00,2021,3,31,16,83.9,166,Unhealthy,92,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 17:00,2021,3,31,17,83.6,166,Unhealthy,83,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 18:00,2021,3,31,18,82.6,165,Unhealthy,81,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 19:00,2021,3,31,19,82.7,165,Unhealthy,83,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 20:00,2021,3,31,20,81.8,165,Unhealthy,81,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 21:00,2021,3,31,21,79.6,163,Unhealthy,74,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 22:00,2021,3,31,22,75.7,161,Unhealthy,66,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,3/31/2021 23:00,2021,3,31,23,71.8,159,Unhealthy,64,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 0:00,2021,4,1,0,63.8,155,Unhealthy,55,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 1:00,2021,4,1,1,61.8,154,Unhealthy,59,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 2:00,2021,4,1,2,61.8,154,Unhealthy,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/1/2021 3:00,2021,4,1,3,57.4,152,Unhealthy,54,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 4:00,2021,4,1,4,56.1,151,Unhealthy,53,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 5:00,2021,4,1,5,53.6,146,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 6:00,2021,4,1,6,54.1,147,Unhealthy for Sensitive Groups,55,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 7:00,2021,4,1,7,88.9,168,Unhealthy,123,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 8:00,2021,4,1,8,72.8,160,Unhealthy,57,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 9:00,2021,4,1,9,72.9,160,Unhealthy,73,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 10:00,2021,4,1,10,76.4,162,Unhealthy,80,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 11:00,2021,4,1,11,80.2,164,Unhealthy,84,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 12:00,2021,4,1,12,81.1,164,Unhealthy,82,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 13:00,2021,4,1,13,76,162,Unhealthy,71,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 14:00,2021,4,1,14,87.5,168,Unhealthy,99,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 15:00,2021,4,1,15,81.7,165,Unhealthy,76,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 16:00,2021,4,1,16,75.8,161,Unhealthy,70,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 17:00,2021,4,1,17,69.4,158,Unhealthy,63,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 18:00,2021,4,1,18,75.7,161,Unhealthy,82,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 19:00,2021,4,1,19,80.8,164,Unhealthy,88,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 20:00,2021,4,1,20,81.9,165,Unhealthy,85,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 21:00,2021,4,1,21,105.7,177,Unhealthy,128,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 22:00,2021,4,1,22,97.8,173,Unhealthy,90,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/1/2021 23:00,2021,4,1,23,84.4,166,Unhealthy,71,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 0:00,2021,4,2,0,75.2,161,Unhealthy,66,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 1:00,2021,4,2,1,68.1,158,Unhealthy,61,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 2:00,2021,4,2,2,68,157,Unhealthy,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/2/2021 3:00,2021,4,2,3,62,154,Unhealthy,59,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 4:00,2021,4,2,4,58,152,Unhealthy,55,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 5:00,2021,4,2,5,57.4,152,Unhealthy,57,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 6:00,2021,4,2,6,56.7,152,Unhealthy,56,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 7:00,2021,4,2,7,62.9,155,Unhealthy,69,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 8:00,2021,4,2,8,172.3,223,Very Unhealthy,280,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 9:00,2021,4,2,9,122.9,186,Unhealthy,74,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 10:00,2021,4,2,10,109.9,179,Unhealthy,97,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 11:00,2021,4,2,11,93.4,171,Unhealthy,77,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 12:00,2021,4,2,12,86.2,167,Unhealthy,79,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 13:00,2021,4,2,13,87.1,167,Unhealthy,88,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 14:00,2021,4,2,14,83,165,Unhealthy,79,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 15:00,2021,4,2,15,93,170,Unhealthy,103,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 16:00,2021,4,2,16,108.5,178,Unhealthy,124,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 17:00,2021,4,2,17,98.2,173,Unhealthy,88,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 18:00,2021,4,2,18,83.1,165,Unhealthy,68,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 19:00,2021,4,2,19,84,166,Unhealthy,85,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 20:00,2021,4,2,20,122,185,Unhealthy,160,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 21:00,2021,4,2,21,125.5,187,Unhealthy,129,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 22:00,2021,4,2,22,107.2,178,Unhealthy,89,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/2/2021 23:00,2021,4,2,23,87.1,167,Unhealthy,67,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 0:00,2021,4,3,0,79.5,163,Unhealthy,72,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 1:00,2021,4,3,1,73.2,160,Unhealthy,67,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 2:00,2021,4,3,2,73.2,160,Unhealthy,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/3/2021 3:00,2021,4,3,3,65.7,156,Unhealthy,62,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 4:00,2021,4,3,4,60.7,154,Unhealthy,57,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 5:00,2021,4,3,5,59.8,153,Unhealthy,59,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 6:00,2021,4,3,6,63.5,155,Unhealthy,67,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 7:00,2021,4,3,7,68.8,158,Unhealthy,74,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 8:00,2021,4,3,8,74.4,161,Unhealthy,80,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 9:00,2021,4,3,9,74.2,161,Unhealthy,78,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 10:00,2021,4,3,10,80.1,164,Unhealthy,90,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 11:00,2021,4,3,11,88.9,168,Unhealthy,99,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 12:00,2021,4,3,12,96.2,172,Unhealthy,104,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 13:00,2021,4,3,13,113.2,181,Unhealthy,129,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 14:00,2021,4,3,14,125.6,187,Unhealthy,138,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 15:00,2021,4,3,15,132.8,191,Unhealthy,140,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 16:00,2021,4,3,16,139.4,194,Unhealthy,146,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 17:00,2021,4,3,17,134.2,192,Unhealthy,129,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 18:00,2021,4,3,18,130.1,190,Unhealthy,126,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 19:00,2021,4,3,19,132.4,191,Unhealthy,135,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 20:00,2021,4,3,20,160.7,211,Very Unhealthy,189,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 21:00,2021,4,3,21,169.9,220,Very Unhealthy,179,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 22:00,2021,4,3,22,162.7,213,Very Unhealthy,156,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/3/2021 23:00,2021,4,3,23,171.6,222,Very Unhealthy,183,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 0:00,2021,4,4,0,170.7,221,Very Unhealthy,177,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 1:00,2021,4,4,1,189.4,240,Very Unhealthy,213,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 2:00,2021,4,4,2,189.5,240,Very Unhealthy,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/4/2021 3:00,2021,4,4,3,245.3,295,Very Unhealthy,271,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 4:00,2021,4,4,4,180.5,231,Very Unhealthy,132,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 5:00,2021,4,4,5,152,202,Very Unhealthy,127,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 6:00,2021,4,4,6,124.6,187,Unhealthy,99,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 7:00,2021,4,4,7,117.7,183,Unhealthy,111,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 8:00,2021,4,4,8,128.4,189,Unhealthy,139,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 9:00,2021,4,4,9,167.8,218,Very Unhealthy,207,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 10:00,2021,4,4,10,176.4,227,Very Unhealthy,185,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 11:00,2021,4,4,11,198.2,248,Very Unhealthy,220,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 12:00,2021,4,4,12,177.6,228,Very Unhealthy,157,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 13:00,2021,4,4,13,145.2,197,Unhealthy,113,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 14:00,2021,4,4,14,134.6,192,Unhealthy,124,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 15:00,2021,4,4,15,124.8,187,Unhealthy,115,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 16:00,2021,4,4,16,106.8,177,Unhealthy,89,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 17:00,2021,4,4,17,101.9,175,Unhealthy,97,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 18:00,2021,4,4,18,104.9,177,Unhealthy,108,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 19:00,2021,4,4,19,106.9,178,Unhealthy,109,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 20:00,2021,4,4,20,176.5,227,Very Unhealthy,246,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 21:00,2021,4,4,21,101.7,175,Unhealthy,27,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 22:00,2021,4,4,22,65.3,156,Unhealthy,29,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/4/2021 23:00,2021,4,4,23,50.6,138,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 0:00,2021,4,5,0,62.3,155,Unhealthy,74,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 1:00,2021,4,5,1,62.6,155,Unhealthy,63,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 2:00,2021,4,5,2,62.6,155,Unhealthy,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/5/2021 3:00,2021,4,5,3,80.8,164,Unhealthy,90,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 4:00,2021,4,5,4,115.2,182,Unhealthy,141,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 5:00,2021,4,5,5,154.5,205,Very Unhealthy,189,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 6:00,2021,4,5,6,137.2,193,Unhealthy,121,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 7:00,2021,4,5,7,152.3,203,Very Unhealthy,167,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 8:00,2021,4,5,8,124.4,187,Unhealthy,97,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 9:00,2021,4,5,9,136.2,193,Unhealthy,148,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 10:00,2021,4,5,10,158.7,209,Very Unhealthy,181,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 11:00,2021,4,5,11,133.3,191,Unhealthy,108,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 12:00,2021,4,5,12,104.1,176,Unhealthy,75,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 13:00,2021,4,5,13,85,166,Unhealthy,66,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 14:00,2021,4,5,14,76.5,162,Unhealthy,68,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 15:00,2021,4,5,15,69.7,158,Unhealthy,63,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 16:00,2021,4,5,16,73.8,160,Unhealthy,78,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 17:00,2021,4,5,17,74.4,161,Unhealthy,75,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 18:00,2021,4,5,18,71.2,159,Unhealthy,68,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 19:00,2021,4,5,19,72.5,160,Unhealthy,74,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 20:00,2021,4,5,20,85.2,166,Unhealthy,98,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 21:00,2021,4,5,21,100.6,174,Unhealthy,116,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 22:00,2021,4,5,22,113.3,181,Unhealthy,126,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/5/2021 23:00,2021,4,5,23,129.6,189,Unhealthy,146,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 0:00,2021,4,6,0,135.8,192,Unhealthy,142,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 1:00,2021,4,6,1,128.9,189,Unhealthy,122,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 2:00,2021,4,6,2,128.9,189,Unhealthy,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/6/2021 3:00,2021,4,6,3,166.3,217,Very Unhealthy,185,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 4:00,2021,4,6,4,149.5,200,Unhealthy,137,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 5:00,2021,4,6,5,126.3,188,Unhealthy,106,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 6:00,2021,4,6,6,117.9,183,Unhealthy,110,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 7:00,2021,4,6,7,125.2,187,Unhealthy,132,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 8:00,2021,4,6,8,149.6,200,Unhealthy,181,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 9:00,2021,4,6,9,175.2,225,Very Unhealthy,201,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 10:00,2021,4,6,10,203.1,253,Very Unhealthy,229,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 11:00,2021,4,6,11,209.1,259,Very Unhealthy,215,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 12:00,2021,4,6,12,173.5,224,Very Unhealthy,138,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 13:00,2021,4,6,13,130.7,190,Unhealthy,88,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 14:00,2021,4,6,14,103.3,176,Unhealthy,76,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 15:00,2021,4,6,15,93.1,170,Unhealthy,83,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 16:00,2021,4,6,16,88.5,168,Unhealthy,84,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 17:00,2021,4,6,17,82.7,165,Unhealthy,77,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 18:00,2021,4,6,18,80.8,164,Unhealthy,79,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 19:00,2021,4,6,19,83.9,166,Unhealthy,87,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 20:00,2021,4,6,20,101.4,175,Unhealthy,119,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 21:00,2021,4,6,21,134.2,192,Unhealthy,167,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 22:00,2021,4,6,22,180.1,230,Very Unhealthy,226,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/6/2021 23:00,2021,4,6,23,199,249,Very Unhealthy,218,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2021 0:00,2021,4,7,0,296.5,347,Hazardous,394,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2021 1:00,2021,4,7,1,383.3,423,Hazardous,470,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2021 2:00,2021,4,7,2,383.4,423,Hazardous,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/7/2021 3:00,2021,4,7,3,373.1,416,Hazardous,368,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2021 4:00,2021,4,7,4,321.6,371,Hazardous,283,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2021 5:00,2021,4,7,5,312.8,363,Hazardous,305,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2021 6:00,2021,4,7,6,284.5,335,Hazardous,258,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2021 7:00,2021,4,7,7,292.9,343,Hazardous,301,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2021 8:00,2021,4,7,8,182,232,Very Unhealthy,73,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2021 9:00,2021,4,7,9,121.7,185,Unhealthy,62,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2021 10:00,2021,4,7,10,103.8,176,Unhealthy,86,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2021 11:00,2021,4,7,11,88.8,168,Unhealthy,74,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2021 12:00,2021,4,7,12,99.4,174,Unhealthy,110,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2021 13:00,2021,4,7,13,96.6,172,Unhealthy,94,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/7/2021 14:00,2021,4,7,14,96.6,172,Unhealthy,-999,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,4/11/2021 11:00,2021,4,11,11,-999,-999,N/A,101,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/11/2021 12:00,2021,4,11,12,123,186,Unhealthy,139,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/11/2021 13:00,2021,4,11,13,113.6,181,Unhealthy,102,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/11/2021 14:00,2021,4,11,14,158.8,209,Very Unhealthy,200,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/11/2021 15:00,2021,4,11,15,114.1,181,Unhealthy,72,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/11/2021 16:00,2021,4,11,16,92.2,170,Unhealthy,71,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/11/2021 17:00,2021,4,11,17,83,165,Unhealthy,74,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/11/2021 18:00,2021,4,11,18,73.4,160,Unhealthy,64,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/11/2021 19:00,2021,4,11,19,70.7,159,Unhealthy,68,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/11/2021 20:00,2021,4,11,20,78.3,163,Unhealthy,86,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/11/2021 21:00,2021,4,11,21,81.6,164,Unhealthy,85,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/11/2021 22:00,2021,4,11,22,73.8,160,Unhealthy,66,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/11/2021 23:00,2021,4,11,23,98.4,173,Unhealthy,123,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,4/12/2021 0:00,2021,4,12,0,111.7,180,Unhealthy,125,UG/M3,1 Hr,Valid
