Site,Parameter,Date (LT),Year,Month,Day,Hour,Raw Conc.,Average,Conc. Unit,Duration,QC Name
Dhaka,PM2.5 - Principal,5/7/2018 2:00,2018,5,7,2,32,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 3:00,2018,5,7,3,34,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 4:00,2018,5,7,4,43,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 5:00,2018,5,7,5,3,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 6:00,2018,5,7,6,5,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 7:00,2018,5,7,7,35,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 8:00,2018,5,7,8,28,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 9:00,2018,5,7,9,48,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 10:00,2018,5,7,10,51,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 11:00,2018,5,7,11,39,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 12:00,2018,5,7,12,37,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 13:00,2018,5,7,13,23,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 14:00,2018,5,7,14,50,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 15:00,2018,5,7,15,55,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 16:00,2018,5,7,16,43,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 17:00,2018,5,7,17,46,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 18:00,2018,5,7,18,31,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 19:00,2018,5,7,19,26,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 20:00,2018,5,7,20,28,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 21:00,2018,5,7,21,22,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 22:00,2018,5,7,22,27,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/7/2018 23:00,2018,5,7,23,48,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 0:00,2018,5,8,0,48,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 1:00,2018,5,8,1,29,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 2:00,2018,5,8,2,23,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 3:00,2018,5,8,3,23,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 4:00,2018,5,8,4,53,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 5:00,2018,5,8,5,14,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 6:00,2018,5,8,6,43,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 7:00,2018,5,8,7,50,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 8:00,2018,5,8,8,56,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 9:00,2018,5,8,9,33,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 10:00,2018,5,8,10,50,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 11:00,2018,5,8,11,38,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 12:00,2018,5,8,12,31,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 13:00,2018,5,8,13,33,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 14:00,2018,5,8,14,32,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 15:00,2018,5,8,15,20,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 16:00,2018,5,8,16,32,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 17:00,2018,5,8,17,40,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 18:00,2018,5,8,18,32,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 19:00,2018,5,8,19,30,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 20:00,2018,5,8,20,50,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 21:00,2018,5,8,21,35,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 22:00,2018,5,8,22,30,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/8/2018 23:00,2018,5,8,23,65,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 0:00,2018,5,9,0,38,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 1:00,2018,5,9,1,22,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 2:00,2018,5,9,2,12,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 3:00,2018,5,9,3,27,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 4:00,2018,5,9,4,74,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 5:00,2018,5,9,5,49,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 6:00,2018,5,9,6,32,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 7:00,2018,5,9,7,73,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 8:00,2018,5,9,8,68,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 9:00,2018,5,9,9,38,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 10:00,2018,5,9,10,28,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 11:00,2018,5,9,11,57,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 12:00,2018,5,9,12,38,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 13:00,2018,5,9,13,41,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 14:00,2018,5,9,14,18,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 15:00,2018,5,9,15,11,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 16:00,2018,5,9,16,14,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 17:00,2018,5,9,17,18,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 18:00,2018,5,9,18,36,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 19:00,2018,5,9,19,57,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 20:00,2018,5,9,20,39,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 21:00,2018,5,9,21,40,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 22:00,2018,5,9,22,44,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/9/2018 23:00,2018,5,9,23,39,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 0:00,2018,5,10,0,44,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 1:00,2018,5,10,1,36,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 2:00,2018,5,10,2,19,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 3:00,2018,5,10,3,11,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 4:00,2018,5,10,4,35,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 5:00,2018,5,10,5,29,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 6:00,2018,5,10,6,19,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 7:00,2018,5,10,7,26,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 8:00,2018,5,10,8,56,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 9:00,2018,5,10,9,64,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 10:00,2018,5,10,10,61,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 11:00,2018,5,10,11,52,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 12:00,2018,5,10,12,17,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 13:00,2018,5,10,13,16,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 14:00,2018,5,10,14,17,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 15:00,2018,5,10,15,23,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 16:00,2018,5,10,16,10,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 17:00,2018,5,10,17,9,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 18:00,2018,5,10,18,10,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 19:00,2018,5,10,19,17,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 20:00,2018,5,10,20,24,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 21:00,2018,5,10,21,23,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 22:00,2018,5,10,22,28,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/10/2018 23:00,2018,5,10,23,14,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 0:00,2018,5,11,0,24,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 1:00,2018,5,11,1,25,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 2:00,2018,5,11,2,26,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 3:00,2018,5,11,3,13,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 4:00,2018,5,11,4,11,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 5:00,2018,5,11,5,24,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 6:00,2018,5,11,6,35,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 7:00,2018,5,11,7,45,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 8:00,2018,5,11,8,46,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 9:00,2018,5,11,9,40,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 10:00,2018,5,11,10,28,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 11:00,2018,5,11,11,18,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 12:00,2018,5,11,12,15,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 13:00,2018,5,11,13,15,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 14:00,2018,5,11,14,16,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 15:00,2018,5,11,15,25,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 16:00,2018,5,11,16,24,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 17:00,2018,5,11,17,20,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 18:00,2018,5,11,18,26,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 19:00,2018,5,11,19,43,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 20:00,2018,5,11,20,17,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 21:00,2018,5,11,21,28,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 22:00,2018,5,11,22,30,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/11/2018 23:00,2018,5,11,23,52,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 0:00,2018,5,12,0,31,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 1:00,2018,5,12,1,44,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 2:00,2018,5,12,2,60,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 3:00,2018,5,12,3,47,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 4:00,2018,5,12,4,27,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 5:00,2018,5,12,5,28,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 6:00,2018,5,12,6,34,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 7:00,2018,5,12,7,47,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 8:00,2018,5,12,8,34,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 9:00,2018,5,12,9,26,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 10:00,2018,5,12,10,40,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 11:00,2018,5,12,11,54,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 12:00,2018,5,12,12,49,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 13:00,2018,5,12,13,55,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 14:00,2018,5,12,14,34,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 15:00,2018,5,12,15,26,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 16:00,2018,5,12,16,27,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 17:00,2018,5,12,17,32,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 18:00,2018,5,12,18,29,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 19:00,2018,5,12,19,50,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 20:00,2018,5,12,20,81,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 21:00,2018,5,12,21,94,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 22:00,2018,5,12,22,118,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/12/2018 23:00,2018,5,12,23,66,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 0:00,2018,5,13,0,48,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 1:00,2018,5,13,1,146,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 2:00,2018,5,13,2,181,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 3:00,2018,5,13,3,132,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 4:00,2018,5,13,4,119,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 5:00,2018,5,13,5,117,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 6:00,2018,5,13,6,166,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 7:00,2018,5,13,7,136,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 8:00,2018,5,13,8,108,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 9:00,2018,5,13,9,81,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 10:00,2018,5,13,10,60,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 11:00,2018,5,13,11,31,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 12:00,2018,5,13,12,25,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 13:00,2018,5,13,13,21,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 14:00,2018,5,13,14,15,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 15:00,2018,5,13,15,32,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 16:00,2018,5,13,16,37,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 17:00,2018,5,13,17,26,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 18:00,2018,5,13,18,49,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 19:00,2018,5,13,19,40,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 20:00,2018,5,13,20,36,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 21:00,2018,5,13,21,48,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 22:00,2018,5,13,22,44,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/13/2018 23:00,2018,5,13,23,49,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 0:00,2018,5,14,0,35,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 1:00,2018,5,14,1,19,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 2:00,2018,5,14,2,11,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 3:00,2018,5,14,3,9,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 4:00,2018,5,14,4,8,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 5:00,2018,5,14,5,14,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 6:00,2018,5,14,6,19,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 7:00,2018,5,14,7,35,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 8:00,2018,5,14,8,57,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 9:00,2018,5,14,9,68,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 10:00,2018,5,14,10,76,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 11:00,2018,5,14,11,85,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 12:00,2018,5,14,12,47,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 13:00,2018,5,14,13,39,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 14:00,2018,5,14,14,34,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 15:00,2018,5,14,15,27,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 16:00,2018,5,14,16,37,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 17:00,2018,5,14,17,40,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 18:00,2018,5,14,18,48,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 19:00,2018,5,14,19,75,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 20:00,2018,5,14,20,79,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 21:00,2018,5,14,21,84,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 22:00,2018,5,14,22,92,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/14/2018 23:00,2018,5,14,23,95,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 0:00,2018,5,15,0,96,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 1:00,2018,5,15,1,97,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 2:00,2018,5,15,2,113,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 3:00,2018,5,15,3,54,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 4:00,2018,5,15,4,49,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 5:00,2018,5,15,5,39,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 6:00,2018,5,15,6,84,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 7:00,2018,5,15,7,137,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 8:00,2018,5,15,8,132,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 9:00,2018,5,15,9,121,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 10:00,2018,5,15,10,65,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 11:00,2018,5,15,11,42,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 12:00,2018,5,15,12,46,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 13:00,2018,5,15,13,41,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 14:00,2018,5,15,14,41,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 15:00,2018,5,15,15,56,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 16:00,2018,5,15,16,51,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 17:00,2018,5,15,17,46,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 18:00,2018,5,15,18,47,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 19:00,2018,5,15,19,43,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 20:00,2018,5,15,20,36,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 21:00,2018,5,15,21,30,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 22:00,2018,5,15,22,49,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/15/2018 23:00,2018,5,15,23,55,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 0:00,2018,5,16,0,39,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 1:00,2018,5,16,1,61,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 2:00,2018,5,16,2,69,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 3:00,2018,5,16,3,56,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 4:00,2018,5,16,4,36,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 5:00,2018,5,16,5,3,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 6:00,2018,5,16,6,16,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 7:00,2018,5,16,7,29,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 8:00,2018,5,16,8,29,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 9:00,2018,5,16,9,27,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 10:00,2018,5,16,10,35,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 11:00,2018,5,16,11,49,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 12:00,2018,5,16,12,42,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 13:00,2018,5,16,13,56,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 14:00,2018,5,16,14,74,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 15:00,2018,5,16,15,73,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 16:00,2018,5,16,16,65,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 17:00,2018,5,16,17,78,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 18:00,2018,5,16,18,71,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 19:00,2018,5,16,19,110,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 20:00,2018,5,16,20,126,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 21:00,2018,5,16,21,131,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 22:00,2018,5,16,22,99,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/16/2018 23:00,2018,5,16,23,77,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/17/2018 0:00,2018,5,17,0,75,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/17/2018 1:00,2018,5,17,1,72,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/17/2018 2:00,2018,5,17,2,98,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/17/2018 3:00,2018,5,17,3,98,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/17/2018 4:00,2018,5,17,4,69,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/17/2018 5:00,2018,5,17,5,56,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/17/2018 6:00,2018,5,17,6,65,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/17/2018 7:00,2018,5,17,7,50,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/17/2018 8:00,2018,5,17,8,42,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/17/2018 9:00,2018,5,17,9,46,,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,5/17/2018 10:00,2018,5,17,10,44,,UG/M3,1 Hr,Valid
